pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,updated,numdelta_all_administered,numavglast7_all_administered
13,New Brunswick,2021-06-26,725042,2021-06-24,535115,189927,,1,16315,10847.4
10,Newfoundland and Labrador,2021-06-26,441692,2021-06-24,373825,67867,,0,,5376.7
11,Prince Edward Island,2021-06-26,136472,2021-06-23,112679,23793,,0,,1894.9
61,Northwest Territories,2021-06-26,58840,2021-06-19,31427,27413,,0,,232.1
62,Nunavut,2021-06-26,36791,2021-06-25,20765,16026,,0,,404.7
60,Yukon,2021-06-26,58092,2021-06-24,31037,27055,,0,,207.4
1,Canada,2021-06-27,35260036,2021-06-27,25487206,9762904,,1,262210,441202.4
24,Quebec,2021-06-27,7761010,2021-06-24,5977189,1782892,,0,,62228.4
35,Ontario,2021-06-27,14027141,2021-06-26,9863520,4163621,,1,202672,210855.9
59,British Columbia,2021-06-27,4703549,2021-06-25,3536432,1167117,,0,,58199.7
48,Alberta,2021-06-27,4022084,2021-06-24,2714651,1307433,,0,,35201.4
47,Saskatchewan,2021-06-27,1115288,2021-06-27,720514,394774,,1,22308,16781.4
12,Nova Scotia,2021-06-27,847830,2021-06-24,700829,147001,,0,,13604.4
46,Manitoba,2021-06-27,1311267,2021-06-26,867748,434522,,1,22292,24616.1
13,New Brunswick,2021-06-27,739980,2021-06-25,536590,203390,,1,14938,11599.1
10,Newfoundland and Labrador,2021-06-27,441692,2021-06-24,373825,67867,,0,,5376.7
11,Prince Edward Island,2021-06-27,136472,2021-06-23,112679,23793,,0,,1894.9
61,Northwest Territories,2021-06-27,58840,2021-06-19,31427,27413,,0,,232.1
62,Nunavut,2021-06-27,36791,2021-06-25,20765,16026,,0,,404.7
60,Yukon,2021-06-27,58092,2021-06-24,31037,27055,,0,,207.4
1,Canada,2021-06-28,36177066,2021-06-28,25589451,10579707,,1,917030,514068.0
24,Quebec,2021-06-28,8053529,2021-06-27,6000566,2051927,,1,292519,95304.0
35,Ontario,2021-06-28,14207510,2021-06-27,9882740,4324770,,1,180369,219676.4
59,British Columbia,2021-06-28,4886709,2021-06-28,3566515,1320194,,1,183160,64325.3
48,Alberta,2021-06-28,4198463,2021-06-27,2729505,1468958,,1,176379,56251.9
47,Saskatchewan,2021-06-28,1127683,2021-06-28,721495,406188,,1,12395,18414.9
12,Nova Scotia,2021-06-28,876217,2021-06-27,703307,172910,,1,28387,14330.7
46,Manitoba,2021-06-28,1329689,2021-06-27,871994,450823,,1,18422,24674.7
13,New Brunswick,2021-06-28,746333,2021-06-26,537160,209173,,1,6353,11992.3
10,Newfoundland and Labrador,2021-06-28,460380,2021-06-27,379993,80387,,1,18688,6361.4
11,Prince Edward Island,2021-06-28,136472,2021-06-23,112679,23793,,0,,1894.9
61,Northwest Territories,2021-06-28,58840,2021-06-19,31427,27413,,0,,232.1
62,Nunavut,2021-06-28,37149,2021-06-28,21033,16116,,1,358,455.9
60,Yukon,2021-06-28,58092,2021-06-24,31037,27055,,0,,153.6
1,Canada,2021-06-29,36753233,2021-06-29,25638389,11100091,,1,576167,528774.0
24,Quebec,2021-06-29,8161356,2021-06-28,6000566,2151723,,1,107827,98356.7
35,Ontario,2021-06-29,14472741,2021-06-28,9909272,4563469,,1,265231,229061.6
59,British Columbia,2021-06-29,4941795,2021-06-29,3573331,1368464,,1,55086,61410.3
48,Alberta,2021-06-29,4266408,2021-06-28,2734033,1532375,,1,67945,58885.7
47,Saskatchewan,2021-06-29,1136300,2021-06-29,722412,413888,,1,8617,18717.9
12,Nova Scotia,2021-06-29,898247,2021-06-28,705047,193200,,1,22030,15390.4
46,Manitoba,2021-06-29,1353985,2021-06-28,875400,472899,,1,24296,25041.9
13,New Brunswick,2021-06-29,758092,2021-06-27,538022,220070,,1,11759,12721.6
10,Newfoundland and Labrador,2021-06-29,466198,2021-06-28,381920,84278,,1,5818,6729.0
11,Prince Edward Island,2021-06-29,142817,2021-06-26,114445,28372,,1,6345,1966.1
61,Northwest Territories,2021-06-29,60053,2021-06-26,31871,28182,,1,1213,173.3
62,Nunavut,2021-06-29,37149,2021-06-28,21033,16116,,0,,166.0
60,Yukon,2021-06-29,58092,2021-06-24,31037,27055,,0,,153.6
1,Canada,2021-06-30,37361601,2021-06-30,25703614,11652367,,1,608368,542363.9
24,Quebec,2021-06-30,8269963,2021-06-29,6016620,2252213,,1,108607,99571.1
35,Ontario,2021-06-30,14741138,2021-06-29,9932968,4808170,,1,268397,234930.0
59,British Columbia,2021-06-30,5002916,2021-06-30,3581410,1421506,,1,61121,61823.3
48,Alberta,2021-06-30,4332883,2021-06-29,2739483,1593400,,1,66475,61377.9
47,Saskatchewan,2021-06-30,1153720,2021-06-30,724188,429532,,1,17420,18574.6
12,Nova Scotia,2021-06-30,926062,2021-06-29,706558,219504,,1,27815,16764.1
46,Manitoba,2021-06-30,1388305,2021-06-29,880690,503125,,1,34320,26476.3
13,New Brunswick,2021-06-30,772223,2021-06-28,539206,233017,,1,14131,13215.3
10,Newfoundland and Labrador,2021-06-30,475501,2021-06-29,383851,91650,,1,9303,7094.4
11,Prince Edward Island,2021-06-30,142817,2021-06-26,114445,28372,,0,,1966.1
61,Northwest Territories,2021-06-30,60053,2021-06-26,31871,28182,,0,,173.3
62,Nunavut,2021-06-30,37149,2021-06-28,21033,16116,,0,,132.6
60,Yukon,2021-06-30,58871,2021-06-29,31291,27580,,1,779,264.9
1,Canada,2021-07-01,37533091,2021-07-01,25709352,11808837,,1,171490,482660.9
24,Quebec,2021-07-01,8394737,2021-06-30,6016620,2367705,,1,124774,100268.9
35,Ontario,2021-07-01,14741138,2021-06-29,9932968,4808170,,0,,202760.3
59,British Columbia,2021-07-01,5002916,2021-06-30,3581410,1421506,,0,,50118.4
48,Alberta,2021-07-01,4332883,2021-06-29,2739483,1593400,,0,,52780.6
47,Saskatchewan,2021-07-01,1173554,2021-07-01,726112,447442,,1,19834,17840.7
12,Nova Scotia,2021-07-01,926062,2021-06-29,706558,219504,,0,,13908.7
46,Manitoba,2021-07-01,1388305,2021-06-29,880690,503125,,0,,22602.7
13,New Brunswick,2021-07-01,791050,2021-06-29,540734,250316,,1,18827,13906.0
10,Newfoundland and Labrador,2021-07-01,475501,2021-06-29,383851,91650,,0,,5991.4
11,Prince Edward Island,2021-07-01,150370,2021-06-30,116566,33804,,1,7553,1985.4
61,Northwest Territories,2021-07-01,60053,2021-06-26,31871,28182,,0,,173.3
62,Nunavut,2021-07-01,37149,2021-06-28,21033,16116,,0,,87.7
60,Yukon,2021-07-01,59373,2021-07-01,31456,27917,,1,502,236.7
1,Canada,2021-07-02,38297511,2021-07-02,25787098,12496368,,1,764420,517553.7
24,Quebec,2021-07-02,8394737,2021-06-30,6016620,2367705,,0,,90532.4
35,Ontario,2021-07-02,15154499,2021-07-01,9968560,5185939,,1,413361,226612.9
59,British Columbia,2021-07-02,5124693,2021-07-02,3597982,1526711,,1,121777,60163.4
48,Alberta,2021-07-02,4432975,2021-07-01,2747908,1685067,,1,100092,58698.7
47,Saskatchewan,2021-07-02,1194535,2021-07-02,728161,466374,,1,20981,17839.7
12,Nova Scotia,2021-07-02,961653,2021-07-01,708322,253331,,1,35591,16260.4
46,Manitoba,2021-07-02,1437871,2021-07-01,888102,546136,,1,49566,25169.9
13,New Brunswick,2021-07-02,799981,2021-06-30,541479,258502,,1,8931,13036.3
10,Newfoundland and Labrador,2021-07-02,489622,2021-07-01,389038,100584,,1,14121,6847.1
11,Prince Edward Island,2021-07-02,150370,2021-06-30,116566,33804,,0,,1985.4
61,Northwest Territories,2021-07-02,60053,2021-06-26,31871,28182,,0,,173.3
62,Nunavut,2021-07-02,37149,2021-06-28,21033,16116,,0,,51.1
60,Yukon,2021-07-02,59373,2021-07-01,31456,27917,,0,,183.0
1,Canada,2021-07-03,38547369,2021-07-03,25810300,12723418,,1,249858,507077.6
24,Quebec,2021-07-03,8394737,2021-06-30,6016620,2367705,,0,,90532.4
35,Ontario,2021-07-03,15365003,2021-07-02,9987497,5377506,,1,210504,220076.3
59,British Columbia,2021-07-03,5124693,2021-07-02,3597982,1526711,,0,,60163.4
48,Alberta,2021-07-03,4432975,2021-07-01,2747908,1685067,,0,,58698.7
47,Saskatchewan,2021-07-03,1202927,2021-07-03,728893,474034,,1,8392,15706.7
12,Nova Scotia,2021-07-03,961653,2021-07-01,708322,253331,,0,,16260.4
46,Manitoba,2021-07-03,1459863,2021-07-02,891003,565621,,1,21992,24412.6
13,New Brunswick,2021-07-03,808951,2021-07-01,542111,266840,,1,8970,11987.0
10,Newfoundland and Labrador,2021-07-03,489622,2021-07-01,389038,100584,,0,,6847.1
11,Prince Edward Island,2021-07-03,150370,2021-06-30,116566,33804,,0,,1985.4
61,Northwest Territories,2021-07-03,60053,2021-06-26,31871,28182,,0,,173.3
62,Nunavut,2021-07-03,37149,2021-06-28,21033,16116,,0,,51.1
60,Yukon,2021-07-03,59373,2021-07-01,31456,27917,,0,,183.0
1,Canada,2021-07-04,38784279,2021-07-04,25834164,12936483,,1,236910,503463.3
24,Quebec,2021-07-04,8394737,2021-06-30,6016620,2367705,,0,,90532.4
35,Ontario,2021-07-04,15561071,2021-07-03,10006434,5554637,,1,196068,219132.9
59,British Columbia,2021-07-04,5124693,2021-07-02,3597982,1526711,,0,,60163.4
48,Alberta,2021-07-04,4432975,2021-07-01,2747908,1685067,,0,,58698.7
47,Saskatchewan,2021-07-04,1216372,2021-07-04,730172,486200,,1,13445,14440.6
12,Nova Scotia,2021-07-04,961653,2021-07-01,708322,253331,,0,,16260.4
46,Manitoba,2021-07-04,1478805,2021-07-03,893959,581626,,1,18942,23934.0
13,New Brunswick,2021-07-04,817406,2021-07-02,542803,274603,,1,8455,11060.9
10,Newfoundland and Labrador,2021-07-04,489622,2021-07-01,389038,100584,,0,,6847.1
11,Prince Edward Island,2021-07-04,150370,2021-06-30,116566,33804,,0,,1985.4
61,Northwest Territories,2021-07-04,60053,2021-06-26,31871,28182,,0,,173.3
62,Nunavut,2021-07-04,37149,2021-06-28,21033,16116,,0,,51.1
60,Yukon,2021-07-04,59373,2021-07-01,31456,27917,,0,,183.0
1,Canada,2021-07-05,39676361,2021-07-05,25920091,13751218,,1,892082,499899.3
24,Quebec,2021-07-05,8757940,2021-07-04,6051714,2704281,,1,363203,100630.1
35,Ontario,2021-07-05,15705866,2021-07-04,10018389,5687477,,1,144795,214050.9
59,British Columbia,2021-07-05,5288644,2021-07-05,3619314,1669330,,1,163951,57419.3
48,Alberta,2021-07-05,4578868,2021-07-04,2759600,1819268,,1,145893,54343.6
47,Saskatchewan,2021-07-05,1225186,2021-07-05,731115,494071,,1,8814,13929.0
12,Nova Scotia,2021-07-05,993866,2021-07-04,710175,283691,,1,32213,16807.0
46,Manitoba,2021-07-05,1495356,2021-07-04,895924,596325,,1,16551,23666.7
13,New Brunswick,2021-07-05,822985,2021-07-03,543297,279688,,1,5579,10950.3
10,Newfoundland and Labrador,2021-07-05,499882,2021-07-04,389380,110502,,1,10260,5643.1
11,Prince Edward Island,2021-07-05,150370,2021-06-30,116566,33804,,0,,1985.4
61,Northwest Territories,2021-07-05,60876,2021-07-03,32128,28748,,1,823,290.9
62,Nunavut,2021-07-05,37149,2021-06-28,21033,16116,,0,,0.0
60,Yukon,2021-07-05,59373,2021-07-01,31456,27917,,0,,183.0
1,Canada,2021-07-06,40162144,2021-07-06,25955991,14189796,,1,485783,486987.3
24,Quebec,2021-07-06,8857927,2021-07-05,6051714,2796969,,1,99987,99510.1
35,Ontario,2021-07-06,15921585,2021-07-05,10037944,5883641,,1,215719,206977.7
59,British Columbia,2021-07-06,5340256,2021-07-06,3624781,1715475,,1,51612,56923.0
48,Alberta,2021-07-06,4629699,2021-07-05,2763981,1865718,,1,50831,51898.7
47,Saskatchewan,2021-07-06,1233534,2021-07-06,732070,501464,,1,8348,13890.6
12,Nova Scotia,2021-07-06,1011039,2021-07-05,711454,299585,,1,17173,16113.1
46,Manitoba,2021-07-06,1517959,2021-07-05,898716,612130,,1,22603,23424.9
13,New Brunswick,2021-07-06,832855,2021-07-04,544190,288665,,1,9870,10680.4
10,Newfoundland and Labrador,2021-07-06,505575,2021-07-05,389498,116077,,1,5693,5625.3
11,Prince Edward Island,2021-07-06,153989,2021-07-03,116959,37030,,1,3619,1596.0
61,Northwest Territories,2021-07-06,60876,2021-07-03,32128,28748,,0,,117.6
62,Nunavut,2021-07-06,37149,2021-06-28,21033,16116,,0,,0.0
60,Yukon,2021-07-06,59701,2021-07-06,31523,28178,,1,328,229.9
1,Canada,2021-07-07,40665939,2021-07-07,26008328,14648699,,1,503795,472048.3
24,Quebec,2021-07-07,8964394,2021-07-06,6065115,2896712,,1,106467,99204.4
35,Ontario,2021-07-07,16126179,2021-07-06,10056532,6069647,,1,204594,197863.0
59,British Columbia,2021-07-07,5404047,2021-07-07,3631452,1772595,,1,63791,57304.4
48,Alberta,2021-07-07,4673582,2021-07-06,2768182,1905400,,1,43883,48671.3
47,Saskatchewan,2021-07-07,1247253,2021-07-07,733788,513465,,1,13719,13361.9
12,Nova Scotia,2021-07-07,1035587,2021-07-06,712854,322733,,1,24548,15646.4
46,Manitoba,2021-07-07,1536491,2021-07-06,902221,627925,,1,18532,21169.4
13,New Brunswick,2021-07-07,847598,2021-07-05,545674,301924,,1,14743,10767.9
10,Newfoundland and Labrador,2021-07-07,517609,2021-07-06,390148,127461,,1,12034,6015.4
