pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,updated,numdelta_all_administered,numavglast7_all_administered
12,Nova Scotia,2021-07-24,1271948,2021-07-22,730559,541389,,0,,11205.7
46,Manitoba,2021-07-24,1721080,2021-07-23,940805,775669,,1,12280,8907.6
13,New Brunswick,2021-07-24,1005101,2021-07-22,564078,441023,,1,7303,6597.6
10,Newfoundland and Labrador,2021-07-24,625002,2021-07-22,398645,226357,,0,,6017.7
11,Prince Edward Island,2021-07-24,187160,2021-07-21,122679,64478,,0,,1763.6
61,Northwest Territories,2021-07-24,62725,2021-07-17,32785,29940,,0,,140.6
62,Nunavut,2021-07-24,41250,2021-07-19,22482,18768,,0,,286.6
60,Yukon,2021-07-24,62666,2021-07-23,32467,30199,,0,,111.9
1,Canada,2021-07-25,47382171,2021-07-25,26723191,20651221,,1,125365,334121.9
24,Quebec,2021-07-25,10469697,2021-07-22,6174333,4292014,,0,,87990.9
35,Ontario,2021-07-25,18952473,2021-07-24,10389721,8562752,,1,103812,119749.1
59,British Columbia,2021-07-25,6422503,2021-07-23,3728921,2693582,,0,,59690.7
48,Alberta,2021-07-25,5157947,2021-07-22,2826868,2331079,,0,,25303.7
47,Saskatchewan,2021-07-25,1385788,2021-07-25,756003,629785,,1,4722,5403.0
12,Nova Scotia,2021-07-25,1271948,2021-07-22,730559,541389,,0,,11205.7
46,Manitoba,2021-07-25,1732464,2021-07-24,942871,785187,,1,11384,9291.3
13,New Brunswick,2021-07-25,1010548,2021-07-23,564857,445691,,1,5447,7167.1
10,Newfoundland and Labrador,2021-07-25,625002,2021-07-22,398645,226357,,0,,6017.7
11,Prince Edward Island,2021-07-25,187160,2021-07-21,122679,64478,,0,,1763.6
61,Northwest Territories,2021-07-25,62725,2021-07-17,32785,29940,,0,,140.6
62,Nunavut,2021-07-25,41250,2021-07-19,22482,18768,,0,,286.6
60,Yukon,2021-07-25,62666,2021-07-23,32467,30199,,0,,111.9
1,Canada,2021-07-26,47939575,2021-07-26,26769860,21161513,,1,557404,327776.4
24,Quebec,2021-07-26,10692548,2021-07-25,6190788,4497917,,1,222851,86923.6
35,Ontario,2021-07-26,19018393,2021-07-25,10392461,8625932,,1,65920,116120.6
59,British Columbia,2021-07-26,6584264,2021-07-26,3742438,2841826,,1,161761,58705.1
48,Alberta,2021-07-26,5221375,2021-07-25,2835849,2385526,,1,63428,23616.1
47,Saskatchewan,2021-07-26,1388330,2021-07-26,756509,631821,,1,2542,5379.9
12,Nova Scotia,2021-07-26,1292173,2021-07-25,732360,559813,,1,20225,11716.1
46,Manitoba,2021-07-26,1739666,2021-07-25,944166,791144,,1,7202,9621.6
13,New Brunswick,2021-07-26,1011900,2021-07-24,565070,446830,,1,1352,7301.1
10,Newfoundland and Labrador,2021-07-26,636286,2021-07-25,399524,236762,,1,11284,6110.4
11,Prince Edward Island,2021-07-26,187160,2021-07-21,122679,64478,,0,,1763.6
61,Northwest Territories,2021-07-26,63564,2021-07-24,33067,30497,,1,839,119.9
62,Nunavut,2021-07-26,41250,2021-07-19,22482,18768,,0,,286.6
60,Yukon,2021-07-26,62666,2021-07-23,32467,30199,,0,,111.9
1,Canada,2021-07-27,48218688,2021-07-27,26800557,21403352,,1,279113,319213.9
24,Quebec,2021-07-27,10768440,2021-07-26,6190788,4567210,,1,75892,85812.0
35,Ontario,2021-07-27,19110428,2021-07-26,10408317,8702111,,1,92035,110273.7
59,British Columbia,2021-07-27,6637241,2021-07-27,3747854,2889387,,1,52977,57655.0
48,Alberta,2021-07-27,5240925,2021-07-26,2839089,2401836,,1,19550,23184.3
47,Saskatchewan,2021-07-27,1390263,2021-07-27,756999,633264,,1,1933,5279.4
12,Nova Scotia,2021-07-27,1303736,2021-07-26,734143,569593,,1,11563,13368.0
46,Manitoba,2021-07-27,1749477,2021-07-26,946222,798920,,1,9811,9666.0
13,New Brunswick,2021-07-27,1014351,2021-07-25,565567,448784,,1,2451,5826.4
10,Newfoundland and Labrador,2021-07-27,642424,2021-07-26,400017,242407,,1,6138,6057.7
11,Prince Edward Island,2021-07-27,192902,2021-07-24,123236,69664,,1,5742,1756.6
61,Northwest Territories,2021-07-27,63564,2021-07-24,33067,30497,,0,,119.9
62,Nunavut,2021-07-27,42032,2021-07-26,22719,19313,,1,782,111.7
60,Yukon,2021-07-27,62905,2021-07-26,32539,30366,,1,239,103.1
1,Canada,2021-07-28,48493274,2021-07-28,26845818,21639116,,1,274586,303435.3
24,Quebec,2021-07-28,10840838,2021-07-27,6203378,4632846,,1,72398,81751.9
35,Ontario,2021-07-28,19204544,2021-07-27,10425085,8779459,,1,94116,103648.7
59,British Columbia,2021-07-28,6685982,2021-07-28,3753175,2932807,,1,48741,55547.6
48,Alberta,2021-07-28,5260033,2021-07-27,2843034,2416999,,1,19108,22846.0
47,Saskatchewan,2021-07-28,1394825,2021-07-28,757981,636844,,1,4562,5157.9
12,Nova Scotia,2021-07-28,1317557,2021-07-27,735648,581909,,1,13821,11063.3
46,Manitoba,2021-07-28,1759911,2021-07-27,948472,807715,,1,10434,10124.6
13,New Brunswick,2021-07-28,1019934,2021-07-26,566611,453323,,1,5583,5543.9
10,Newfoundland and Labrador,2021-07-28,648083,2021-07-27,400754,247329,,1,5659,5636.9
11,Prince Edward Island,2021-07-28,192902,2021-07-24,123236,69664,,0,,1756.6
61,Northwest Territories,2021-07-28,63564,2021-07-24,33067,30497,,0,,119.9
62,Nunavut,2021-07-28,42032,2021-07-26,22719,19313,,0,,111.7
60,Yukon,2021-07-28,63069,2021-07-28,32658,30411,,1,164,126.6
1,Canada,2021-07-29,48762087,2021-07-29,26878597,21868910,,1,268813,287400.0
24,Quebec,2021-07-29,10912024,2021-07-28,6203378,4697056,,1,71186,76908.7
35,Ontario,2021-07-29,19293701,2021-07-28,10441944,8851757,,1,89157,98504.6
59,British Columbia,2021-07-29,6732309,2021-07-29,3758815,2973494,,1,46327,52954.6
48,Alberta,2021-07-29,5277521,2021-07-28,2846560,2430961,,1,17488,21310.0
47,Saskatchewan,2021-07-29,1400844,2021-07-29,759187,641657,,1,6019,4976.9
12,Nova Scotia,2021-07-29,1332960,2021-07-28,737234,595726,,1,15403,10881.9
46,Manitoba,2021-07-29,1770769,2021-07-28,950732,817054,,1,10858,10246.9
13,New Brunswick,2021-07-29,1025847,2021-07-27,567632,458215,,1,5913,5202.6
10,Newfoundland and Labrador,2021-07-29,648083,2021-07-27,400754,247329,,0,,4365.9
11,Prince Edward Island,2021-07-29,199191,2021-07-28,123866,75318,,1,6289,1718.7
61,Northwest Territories,2021-07-29,63564,2021-07-24,33067,30497,,0,,119.9
62,Nunavut,2021-07-29,42032,2021-07-26,22719,19313,,0,,111.7
60,Yukon,2021-07-29,63242,2021-07-29,32709,30533,,1,173,97.9
1,Canada,2021-07-30,49022551,2021-07-30,26924333,22088503,,1,260464,273777.9
24,Quebec,2021-07-30,10980147,2021-07-29,6216522,4758378,,1,68123,72921.4
35,Ontario,2021-07-30,19377608,2021-07-29,10458246,8919362,,1,83907,93315.4
59,British Columbia,2021-07-30,6774257,2021-07-30,3764167,3010090,,1,41948,50250.6
48,Alberta,2021-07-30,5294361,2021-07-29,2850071,2444290,,1,16840,19487.7
47,Saskatchewan,2021-07-30,1406189,2021-07-30,760269,645920,,1,5345,4568.4
12,Nova Scotia,2021-07-30,1345401,2021-07-29,738426,606975,,1,12441,10493.3
46,Manitoba,2021-07-30,1782514,2021-07-29,953041,825012,,1,11745,10530.6
13,New Brunswick,2021-07-30,1031439,2021-07-28,568659,462780,,1,5592,4805.9
10,Newfoundland and Labrador,2021-07-30,662606,2021-07-29,402571,260035,,1,14523,5372.0
11,Prince Edward Island,2021-07-30,199191,2021-07-28,123866,75318,,0,,1718.7
61,Northwest Territories,2021-07-30,63564,2021-07-24,33067,30497,,0,,119.9
62,Nunavut,2021-07-30,42032,2021-07-26,22719,19313,,0,,111.7
60,Yukon,2021-07-30,63242,2021-07-29,32709,30533,,0,,82.3
1,Canada,2021-07-31,49109449,2021-07-31,26940775,22158959,,1,86898,264663.3
24,Quebec,2021-07-31,10980147,2021-07-29,6216522,4758378,,0,,72921.4
35,Ontario,2021-07-31,19459198,2021-07-30,10473560,8985638,,1,81590,87219.6
59,British Columbia,2021-07-31,6774257,2021-07-30,3764167,3010090,,0,,50250.6
48,Alberta,2021-07-31,5294361,2021-07-29,2850071,2444290,,0,,19487.7
47,Saskatchewan,2021-07-31,1411497,2021-07-31,761397,650100,,1,5308,4347.3
12,Nova Scotia,2021-07-31,1345401,2021-07-29,738426,606975,,0,,10493.3
46,Manitoba,2021-07-31,1782514,2021-07-29,953041,825012,,0,,8776.3
13,New Brunswick,2021-07-31,1031439,2021-07-28,568659,462780,,0,,3762.6
10,Newfoundland and Labrador,2021-07-31,662606,2021-07-29,402571,260035,,0,,5372.0
11,Prince Edward Island,2021-07-31,199191,2021-07-28,123866,75318,,0,,1718.7
61,Northwest Territories,2021-07-31,63564,2021-07-24,33067,30497,,0,,119.9
62,Nunavut,2021-07-31,42032,2021-07-26,22719,19313,,0,,111.7
60,Yukon,2021-07-31,63242,2021-07-29,32709,30533,,0,,82.3
1,Canada,2021-08-01,49183566,2021-08-01,26954245,22219606,,1,74117,257342.1
24,Quebec,2021-08-01,10980147,2021-07-29,6216522,4758378,,0,,72921.4
35,Ontario,2021-08-01,19519781,2021-07-31,10484446,9035335,,1,60583,81044.0
59,British Columbia,2021-08-01,6774257,2021-07-30,3764167,3010090,,0,,50250.6
48,Alberta,2021-08-01,5294361,2021-07-29,2850071,2444290,,0,,19487.7
47,Saskatchewan,2021-08-01,1415596,2021-08-01,762283,653313,,1,4099,4258.3
12,Nova Scotia,2021-08-01,1345401,2021-07-29,738426,606975,,0,,10493.3
46,Manitoba,2021-08-01,1782514,2021-07-29,953041,825012,,0,,7150.0
13,New Brunswick,2021-08-01,1040874,2021-07-30,570357,470517,,1,9435,4332.3
10,Newfoundland and Labrador,2021-08-01,662606,2021-07-29,402571,260035,,0,,5372.0
11,Prince Edward Island,2021-08-01,199191,2021-07-28,123866,75318,,0,,1718.7
61,Northwest Territories,2021-08-01,63564,2021-07-24,33067,30497,,0,,119.9
62,Nunavut,2021-08-01,42032,2021-07-26,22719,19313,,0,,111.7
60,Yukon,2021-08-01,63242,2021-07-29,32709,30533,,0,,82.3
1,Canada,2021-08-02,49373596,2021-08-02,26955674,22450620,,1,190030,204860.1
24,Quebec,2021-08-02,11157564,2021-08-01,6216522,4978091,,1,177417,66430.9
35,Ontario,2021-08-02,19519781,2021-07-31,10484446,9035335,,0,,71626.9
59,British Columbia,2021-08-02,6774257,2021-07-30,3764167,3010090,,0,,27141.9
48,Alberta,2021-08-02,5294361,2021-07-29,2850071,2444290,,0,,10426.6
47,Saskatchewan,2021-08-02,1417127,2021-08-01,762618,654509,,0,,4113.9
12,Nova Scotia,2021-08-02,1345401,2021-07-29,738426,606975,,0,,7604.0
46,Manitoba,2021-08-02,1782514,2021-07-29,953041,825012,,0,,6121.1
13,New Brunswick,2021-08-02,1040874,2021-07-30,570357,470517,,0,,4139.1
10,Newfoundland and Labrador,2021-08-02,673367,2021-08-01,403534,269833,,1,10761,5297.3
11,Prince Edward Island,2021-08-02,199191,2021-07-28,123866,75318,,0,,1718.7
61,Northwest Territories,2021-08-02,63564,2021-07-24,33067,30497,,0,,0.0
62,Nunavut,2021-08-02,42032,2021-07-26,22719,19313,,0,,111.7
60,Yukon,2021-08-02,63563,2021-08-02,32840,30840,,1,321,128.1
1,Canada,2021-08-03,49723292,2021-08-03,27023376,22689760,,1,349696,214943.4
24,Quebec,2021-08-03,11208705,2021-08-02,6238231,4963634,,1,51141,62895.0
35,Ontario,2021-08-03,19591917,2021-08-02,10496523,9095394,,1,72136,68784.1
59,British Columbia,2021-08-03,6902320,2021-08-03,3779224,3123096,,1,128063,37868.4
48,Alberta,2021-08-03,5331823,2021-08-02,2858654,2473169,,1,37462,12985.4
47,Saskatchewan,2021-08-03,1417902,2021-08-02,762819,655083,,1,2306,3948.4
12,Nova Scotia,2021-08-03,1360660,2021-08-02,740103,620557,,1,15259,8132.0
46,Manitoba,2021-08-03,1814277,2021-08-02,959570,851275,,1,31763,9257.1
13,New Brunswick,2021-08-03,1042894,2021-08-01,570876,472018,,1,2020,4077.6
10,Newfoundland and Labrador,2021-08-03,678849,2021-08-02,404217,274632,,1,5482,5203.6
11,Prince Edward Island,2021-08-03,204786,2021-07-31,124533,80252,,1,5595,1697.7
61,Northwest Territories,2021-08-03,63564,2021-07-24,33067,30497,,0,,0.0
62,Nunavut,2021-08-03,42032,2021-07-26,22719,19313,,0,,0.0
60,Yukon,2021-08-03,63563,2021-08-02,32840,30840,,0,,94.0
1,Canada,2021-08-04,49889674,2021-08-04,27052533,22826097,,1,166382,199485.7
24,Quebec,2021-08-04,11256183,2021-08-03,6244113,5005435,,1,47478,59335.0
35,Ontario,2021-08-04,19652011,2021-08-03,10508609,9143402,,1,60094,63923.9
59,British Columbia,2021-08-04,6931815,2021-08-04,3783342,3148473,,1,29495,35119.0
48,Alberta,2021-08-04,5344785,2021-08-03,2862384,2482401,,1,12962,12107.4
47,Saskatchewan,2021-08-04,1418959,2021-08-03,763107,655852,,1,1057,3447.7
12,Nova Scotia,2021-08-04,1370902,2021-08-03,741629,629273,,1,10242,7620.7
46,Manitoba,2021-08-04,1816658,2021-08-03,960348,851785,,1,2381,8106.7
13,New Brunswick,2021-08-04,1044152,2021-08-02,571193,472959,,1,1258,3459.7
10,Newfoundland and Labrador,2021-08-04,678849,2021-08-02,404217,274632,,0,,4395.1
11,Prince Edward Island,2021-08-04,204786,2021-07-31,124533,80252,,0,,1697.7
61,Northwest Territories,2021-08-04,64296,2021-07-31,33297,30999,,1,732,104.6
62,Nunavut,2021-08-04,42715,2021-08-03,22921,19794,,1,683,97.6
60,Yukon,2021-08-04,63563,2021-08-02,32840,30840,,0,,70.6
1,Canada,2021-08-05,50079232,2021-08-05,27081370,22982181,,1,189558,188163.6
24,Quebec,2021-08-05,11303577,2021-08-04,6244113,5046777,,1,47394,55936.1
35,Ontario,2021-08-05,19710224,2021-08-04,10520689,9189535,,1,58213,59503.3
59,British Columbia,2021-08-05,6965062,2021-08-05,3790965,3174097,,1,33247,33250.4
48,Alberta,2021-08-05,5355254,2021-08-04,2865018,2490236,,1,10469,11104.7
47,Saskatchewan,2021-08-05,1422820,2021-08-04,764069,658751,,1,3861,3139.4
12,Nova Scotia,2021-08-05,1379664,2021-08-04,742761,636903,,1,8762,6672.0
46,Manitoba,2021-08-05,1821677,2021-08-04,961821,856853,,1,5019,7272.6
13,New Brunswick,2021-08-05,1047867,2021-08-03,571995,475872,,1,3715,3145.7
10,Newfoundland and Labrador,2021-08-05,691306,2021-08-04,405696,285610,,1,12457,6174.7
11,Prince Edward Island,2021-08-05,210946,2021-08-04,125122,85833,,1,6160,1679.3
61,Northwest Territories,2021-08-05,64296,2021-07-31,33297,30999,,0,,104.6
62,Nunavut,2021-08-05,42715,2021-08-03,22921,19794,,0,,97.6
60,Yukon,2021-08-05,63824,2021-08-05,32903,30921,,1,261,83.1
1,Canada,2021-08-06,50254577,2021-08-06,27105951,23124338,,1,175345,176003.7
24,Quebec,2021-08-06,11356853,2021-08-05,6244113,5091873,,1,53276,53815.1
35,Ontario,2021-08-06,19764199,2021-08-05,10532434,9231765,,1,53975,55227.3
59,British Columbia,2021-08-06,6993104,2021-08-06,3796146,3196958,,1,28042,31263.9
48,Alberta,2021-08-06,5365607,2021-08-05,2867674,2497933,,1,10353,10178.0
47,Saskatchewan,2021-08-06,1426527,2021-08-05,764982,661545,,1,3707,2905.4
12,Nova Scotia,2021-08-06,1387232,2021-08-05,743725,643507,,1,7568,5975.9
46,Manitoba,2021-08-06,1829312,2021-08-05,963292,862590,,1,7635,6685.4
13,New Brunswick,2021-08-06,1051567,2021-08-04,572817,478750,,1,3700,2875.4
10,Newfoundland and Labrador,2021-08-06,698395,2021-08-05,406525,291870,,1,7089,5112.7
11,Prince Edward Island,2021-08-06,210946,2021-08-04,125122,85833,,0,,1679.3
61,Northwest Territories,2021-08-06,64296,2021-07-31,33297,30999,,0,,104.6
62,Nunavut,2021-08-06,42715,2021-08-03,22921,19794,,0,,97.6
60,Yukon,2021-08-06,63824,2021-08-05,32903,30921,,0,,83.1
1,Canada,2021-08-07,50319109,2021-08-07,27118951,23175870,,1,64532,172808.6
24,Quebec,2021-08-07,11356853,2021-08-05,6244113,5091873,,0,,53815.1
35,Ontario,2021-08-07,19825240,2021-08-06,10544542,9280698,,1,61041,52291.7
59,British Columbia,2021-08-07,6993104,2021-08-06,3796146,3196958,,0,,31263.9
48,Alberta,2021-08-07,5365607,2021-08-05,2867674,2497933,,0,,10178.0
47,Saskatchewan,2021-08-07,1430018,2021-08-06,765874,664144,,1,3491,2645.9
12,Nova Scotia,2021-08-07,1387232,2021-08-05,743725,643507,,0,,5975.9
46,Manitoba,2021-08-07,1829312,2021-08-05,963292,862590,,0,,6685.4
13,New Brunswick,2021-08-07,1051567,2021-08-04,572817,478750,,0,,2875.4
10,Newfoundland and Labrador,2021-08-07,698395,2021-08-05,406525,291870,,0,,5112.7
11,Prince Edward Island,2021-08-07,210946,2021-08-04,125122,85833,,0,,1679.3
61,Northwest Territories,2021-08-07,64296,2021-07-31,33297,30999,,0,,104.6
62,Nunavut,2021-08-07,42715,2021-08-03,22921,19794,,0,,97.6
60,Yukon,2021-08-07,63824,2021-08-05,32903,30921,,0,,83.1
1,Canada,2021-08-08,50368621,2021-08-08,27128301,23216032,,1,49512,169293.6
24,Quebec,2021-08-08,11356853,2021-08-05,6244113,5091873,,0,,53815.1
35,Ontario,2021-08-08,19872210,2021-08-07,10553257,9318953,,1,46970,50347.0
59,British Columbia,2021-08-08,6993104,2021-08-06,3796146,3196958,,0,,31263.9
48,Alberta,2021-08-08,5365607,2021-08-05,2867674,2497933,,0,,10178.0
47,Saskatchewan,2021-08-08,1432560,2021-08-07,766509,666051,,1,2542,2423.4
12,Nova Scotia,2021-08-08,1387232,2021-08-05,743725,643507,,0,,5975.9
46,Manitoba,2021-08-08,1829312,2021-08-05,963292,862590,,0,,6685.4
13,New Brunswick,2021-08-08,1051567,2021-08-04,572817,478750,,0,,1527.6
10,Newfoundland and Labrador,2021-08-08,698395,2021-08-05,406525,291870,,0,,5112.7
11,Prince Edward Island,2021-08-08,210946,2021-08-04,125122,85833,,0,,1679.3
61,Northwest Territories,2021-08-08,64296,2021-07-31,33297,30999,,0,,104.6
62,Nunavut,2021-08-08,42715,2021-08-03,22921,19794,,0,,97.6
60,Yukon,2021-08-08,63824,2021-08-05,32903,30921,,0,,83.1
1,Canada,2021-08-09,50668439,2021-08-09,27192922,23464096,,1,299818,184977.6
24,Quebec,2021-08-09,11493301,2021-08-08,6277861,5206899,,1,136448,47962.4
35,Ontario,2021-08-09,19902159,2021-08-08,10558899,9343260,,1,29949,54625.4
59,British Columbia,2021-08-09,7067738,2021-08-09,3807940,3259798,,1,74634,41925.9
48,Alberta,2021-08-09,5390219,2021-08-08,2874086,2516133,,1,24612,13694.0
47,Saskatchewan,2021-08-09,1433757,2021-08-08,766826,666931,,1,1197,2375.7
12,Nova Scotia,2021-08-09,1395011,2021-08-08,744876,650135,,1,7779,7087.1
46,Manitoba,2021-08-09,1838109,2021-08-08,966038,869182,,1,8797,7942.1
13,New Brunswick,2021-08-09,1058160,2021-08-07,574458,483702,,1,6593,2469.4
10,Newfoundland and Labrador,2021-08-09,707771,2021-08-08,407546,300225,,1,9376,4914.9
11,Prince Edward Island,2021-08-09,210946,2021-08-04,125122,85833,,0,,1679.3
61,Northwest Territories,2021-08-09,64729,2021-08-07,33446,31283,,1,433,166.4
62,Nunavut,2021-08-09,42715,2021-08-03,22921,19794,,0,,97.6
60,Yukon,2021-08-09,63824,2021-08-05,32903,30921,,0,,37.3
1,Canada,2021-08-10,50800712,2021-08-10,27212317,23570502,,1,132273,153917.1
24,Quebec,2021-08-10,11534844,2021-08-09,6277861,5241637,,1,41543,46591.3
35,Ontario,2021-08-10,19950437,2021-08-09,10569315,9381122,,1,48278,51217.1
59,British Columbia,2021-08-10,7087736,2021-08-10,3811750,3275986,,1,19998,26488.0
48,Alberta,2021-08-10,5398611,2021-08-09,2876500,2522111,,1,8392,9541.1
47,Saskatchewan,2021-08-10,1434610,2021-08-09,767054,667556,,1,853,2386.9
12,Nova Scotia,2021-08-10,1397515,2021-08-09,745429,652086,,1,2504,5265.0
46,Manitoba,2021-08-10,1841104,2021-08-09,966918,871640,,1,2995,3832.4
13,New Brunswick,2021-08-10,1059670,2021-08-08,574802,484868,,1,1510,2396.6
10,Newfoundland and Labrador,2021-08-10,707771,2021-08-08,407546,300225,,0,,4131.7
11,Prince Edward Island,2021-08-10,216469,2021-08-07,125663,90805,,1,5523,1669.0
61,Northwest Territories,2021-08-10,64729,2021-08-07,33446,31283,,0,,166.4
62,Nunavut,2021-08-10,43158,2021-08-10,23077,20081,,1,443,160.9
60,Yukon,2021-08-10,64058,2021-08-09,32956,31102,,1,234,70.7
1,Canada,2021-08-11,50942196,2021-08-11,27246865,23683259,,1,141484,150360.3
24,Quebec,2021-08-11,11572077,2021-08-10,6291410,5271270,,1,37233,45127.7
35,Ontario,2021-08-11,19998744,2021-08-10,10580112,9418632,,1,48307,49533.3
59,British Columbia,2021-08-11,7114250,2021-08-11,3815760,3298490,,1,26514,26062.1
48,Alberta,2021-08-11,5406352,2021-08-10,2878850,2527502,,1,7741,8795.3
47,Saskatchewan,2021-08-11,1436522,2021-08-10,767596,668926,,1,1912,2509.0
12,Nova Scotia,2021-08-11,1400666,2021-08-10,745900,654766,,1,3151,4252.0
46,Manitoba,2021-08-11,1844193,2021-08-10,967776,873743,,1,3089,3933.6
13,New Brunswick,2021-08-11,1061825,2021-08-09,575264,486561,,1,2155,2524.7
10,Newfoundland and Labrador,2021-08-11,719153,2021-08-10,409055,310098,,1,11382,5757.7
11,Prince Edward Island,2021-08-11,216469,2021-08-07,125663,90805,,0,,1669.0
61,Northwest Territories,2021-08-11,64729,2021-08-07,33446,31283,,0,,61.9
62,Nunavut,2021-08-11,43158,2021-08-10,23077,20081,,0,,63.3
60,Yukon,2021-08-11,64058,2021-08-09,32956,31102,,0,,70.7
1,Canada,2021-08-12,51094567,2021-08-12,27269636,23803525,,1,152371,145047.9
24,Quebec,2021-08-12,11616214,2021-08-11,6291410,5305583,,1,44137,44662.4
35,Ontario,2021-08-12,20047911,2021-08-11,10591248,9456663,,1,49167,48241.0
59,British Columbia,2021-08-12,7141196,2021-08-12,3820524,3320644,,1,26946,25162.0
48,Alberta,2021-08-12,5415497,2021-08-11,2881811,2533686,,1,9145,8606.1
47,Saskatchewan,2021-08-12,1439277,2021-08-11,768366,670911,,1,2755,2351.0
12,Nova Scotia,2021-08-12,1403617,2021-08-11,746412,657205,,1,2951,3421.9
46,Manitoba,2021-08-12,1847321,2021-08-11,968743,876422,,1,3128,3663.4
13,New Brunswick,2021-08-12,1064911,2021-08-10,575968,488943,,1,3086,2434.9
10,Newfoundland and Labrador,2021-08-12,724037,2021-08-11,409499,314538,,1,4884,4675.9
11,Prince Edward Island,2021-08-12,222436,2021-08-11,126128,96307,,1,5967,1641.4
61,Northwest Territories,2021-08-12,64729,2021-08-07,33446,31283,,0,,61.9
62,Nunavut,2021-08-12,43158,2021-08-10,23077,20081,,0,,63.3
60,Yukon,2021-08-12,64263,2021-08-11,33004,31259,,1,205,62.7
1,Canada,2021-08-13,51241615,2021-08-13,27312526,23916181,,1,147048,141005.4
24,Quebec,2021-08-13,11665257,2021-08-12,6311601,5343350,,1,49043,44057.7
35,Ontario,2021-08-13,20096593,2021-08-12,10602867,9493726,,1,48682,47484.9
59,British Columbia,2021-08-13,7164020,2021-08-13,3824771,3339249,,1,22824,24416.6
48,Alberta,2021-08-13,5423834,2021-08-12,2884360,2539474,,1,8337,8318.1
47,Saskatchewan,2021-08-13,1441816,2021-08-12,769113,672703,,1,2539,2184.1
12,Nova Scotia,2021-08-13,1403617,2021-08-11,746412,657205,,0,,2340.7
46,Manitoba,2021-08-13,1853251,2021-08-12,969905,880745,,1,5930,3419.9
13,New Brunswick,2021-08-13,1068501,2021-08-11,576902,491599,,1,3590,2419.1
10,Newfoundland and Labrador,2021-08-13,730140,2021-08-12,410940,319200,,1,6103,4535.0
11,Prince Edward Island,2021-08-13,222436,2021-08-11,126128,96307,,0,,1641.4
61,Northwest Territories,2021-08-13,64729,2021-08-07,33446,31283,,0,,61.9
62,Nunavut,2021-08-13,43158,2021-08-10,23077,20081,,0,,63.3
60,Yukon,2021-08-13,64263,2021-08-11,33004,31259,,0,,62.7
1,Canada,2021-08-14,51294520,2021-08-14,27325256,23956356,,1,52905,139344.4
24,Quebec,2021-08-14,11665257,2021-08-12,6311601,5343350,,0,,44057.7
35,Ontario,2021-08-14,20146936,2021-08-13,10614831,9532105,,1,50343,45956.6
59,British Columbia,2021-08-14,7164020,2021-08-13,3824771,3339249,,0,,24416.6
48,Alberta,2021-08-14,5423834,2021-08-12,2884360,2539474,,0,,8318.1
47,Saskatchewan,2021-08-14,1444378,2021-08-13,769879,674499,,1,2562,2051.4
12,Nova Scotia,2021-08-14,1403617,2021-08-11,746412,657205,,0,,2340.7
46,Manitoba,2021-08-14,1853251,2021-08-12,969905,880745,,0,,3419.9
13,New Brunswick,2021-08-14,1068501,2021-08-11,576902,491599,,0,,2419.1
10,Newfoundland and Labrador,2021-08-14,730140,2021-08-12,410940,319200,,0,,4535.0
11,Prince Edward Island,2021-08-14,222436,2021-08-11,126128,96307,,0,,1641.4
61,Northwest Territories,2021-08-14,64729,2021-08-07,33446,31283,,0,,61.9
62,Nunavut,2021-08-14,43158,2021-08-10,23077,20081,,0,,63.3
60,Yukon,2021-08-14,64263,2021-08-11,33004,31259,,0,,62.7
1,Canada,2021-08-15,51337710,2021-08-15,27335565,23989237,,1,43190,138441.3
24,Quebec,2021-08-15,11665257,2021-08-12,6311601,5343350,,0,,44057.7
35,Ontario,2021-08-15,20187843,2021-08-14,10624423,9563420,,1,40907,45090.4
59,British Columbia,2021-08-15,7164020,2021-08-13,3824771,3339249,,0,,24416.6
48,Alberta,2021-08-15,5423834,2021-08-12,2884360,2539474,,0,,8318.1
47,Saskatchewan,2021-08-15,1446661,2021-08-14,770596,676065,,1,2283,2014.4
12,Nova Scotia,2021-08-15,1403617,2021-08-11,746412,657205,,0,,2340.7
46,Manitoba,2021-08-15,1853251,2021-08-12,969905,880745,,0,,3419.9
13,New Brunswick,2021-08-15,1068501,2021-08-11,576902,491599,,0,,2419.1
10,Newfoundland and Labrador,2021-08-15,730140,2021-08-12,410940,319200,,0,,4535.0
11,Prince Edward Island,2021-08-15,222436,2021-08-11,126128,96307,,0,,1641.4
61,Northwest Territories,2021-08-15,64729,2021-08-07,33446,31283,,0,,61.9
62,Nunavut,2021-08-15,43158,2021-08-10,23077,20081,,0,,63.3
60,Yukon,2021-08-15,64263,2021-08-11,33004,31259,,0,,62.7
1,Canada,2021-08-16,51619511,2021-08-16,27387493,24094370,,1,281801,135867.4
24,Quebec,2021-08-16,11813442,2021-08-15,6334829,5343350,,1,148185,45734.4
35,Ontario,2021-08-16,20213876,2021-08-15,10630370,9583506,,1,26033,44531.0
59,British Columbia,2021-08-16,7230961,2021-08-15,3835987,3394974,,1,66941,23317.6
48,Alberta,2021-08-16,5443763,2021-08-15,2890554,2553209,,1,19929,7649.1
47,Saskatchewan,2021-08-16,1447827,2021-08-15,770988,676839,,1,1166,2010.0
12,Nova Scotia,2021-08-16,1409739,2021-08-15,747886,661853,,1,6122,2104.0
